product,brand,reviewer,review_type,skin_type,acne_prone,tone,undertone,shade,stayed_matte,wear_hours,broke_out,oxidized,would_repurchase,overall,is_sponsored,key_quote
L'Oreal Infallible Fresh Wear,L'Oréal,Sasha Stockwell,single_review,oily,yes,fair,warm,0.99 true porcelain,mostly,10,not_mentioned,no,yes,positive,False,"Yes, I'm shiny right now but the makeup held up, you know sometimes you wear foundation and after 10 hours your oils come through and your oils just really break it up and it just looks terrible, I'm not getting that right now."
L'Oreal Infallible Fresh Wear,L'Oréal,Jessica Romua ,single_review,oily,unknown,medium,unknown,Radiant Sand 250,mostly,7.5,not_mentioned,no,yes,positive,False,I feel like this does a good job of absorbing any extra oils and is great for like a touch-up type of finish
L'Oreal Infallible Fresh Wear,L'Oréal,Nikkia Joy,single_review,unknown,no,unknown,unknown,220 Sand,mostly,12,not_mentioned,no,not_mentioned,positive,False,I am truly truly truly truly shocked at how good this looks like it just looks heaven on the skin
L'Oreal Infallible Fresh Wear,L'Oréal,Doctor Anne,single_review,combination,yes,unknown,unknown,,no,6,not_mentioned,not_mentioned,not_mentioned,mixed,False,the only skin type i would not recommend this to is very oily ones as my natural oils did start to break it up at around four hour marks
L'Oreal Infallible Fresh Wear,L'Oréal,SuperWowStyle,single_review,unknown,unknown,unknown,unknown,245 golden honey,yes,24,not_mentioned,not_mentioned,not_mentioned,positive,False,24 hour long stay claim check
L'Oreal Infallible Fresh Wear,L'Oréal,Magdaline Janet,single_review,oily,unknown,unknown,neutral,,mostly,,not_mentioned,not_mentioned,yes,positive,False,the makeup looks a lot better than what we started off... honestly I really like how this looks
L'Oreal Infallible Fresh Wear,L'Oréal,Lavinia Rusanda,roundup,acne|textured,yes,unknown,unknown,4 10,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,You cannot tell me that doesn't look so smooth on the skin
L'Oreal Infallible Fresh Wear,L'Oréal,NEHADEVGANDIARIES,comparison,unknown,unknown,light,unknown,3 to 4 light medium,mostly,5,not_mentioned,no,not_mentioned,positive,False,"What a fantastic product, L'Oreal. I'm highly, highly, highly impressed."
L'Oreal Infallible Fresh Wear,L'Oréal,Emily Noel,single_review,combination,yes,light,cool,Cool Rose 130 (foundation),mostly,,yes,no,not_mentioned,mixed,False,"I haven't been quite so thrilled with my staying power on it... It's very thin... It does feel super lightweight... but I've put it through some stuff, some really hot conditions and I've had some breakdown."
Lancome Teint Idole Ultra Wear,Lancôme,Sam Robinson,single_review,combination oily,unknown,medium,warm,400W,no,,not_mentioned,not_mentioned,not_mentioned,positive,False,"It applies pretty well with no primer or any assistance in my textured nose and chin area with a natural, hydrated finish, not crazy glowy but nice and not overly glowy."
Lancome Teint Idole Ultra Wear,Lancôme,Magdaline Janet,single_review,oily,unknown,medium,neutral,355,mostly,12,not_mentioned,yes,not_mentioned,positive,False,considering we have no primer on we're a little oily is it supposed to be a transfer proof Foundation get this paper because this is what I have it transfers
Lancome Teint Idole Ultra Wear,Lancôme,Magdaline Janet,comparison,oily,unknown,medium,neutral,"355n (new), 420 bisque neutral (old)",mostly,12,not_mentioned,yes,not_mentioned,positive,False,First and foremost this Foundation is good both are so so good ... I definitely think the new and improved with all this powder on top is a better version it's a lot smoother it just Glides onto the skin it overall looked better throughout the day.
Lancome Teint Idole Ultra Wear,Lancôme,Risa Does Makeup,single_review,oily mature,yes,tan,neutral,360n,mostly,11,not_mentioned,yes,yes,positive,False,I think the foundation still looks really natural and beautiful... I have now been using this foundation for five days straight and I can tell you with certainty that I will be purchasing the full size bottle most likely in a different shade because this one only works if I bring it down my neck and chest
Lancome Teint Idole Ultra Wear,Lancôme,By Kristina Studio,single_review,combination normal to oily,yes,unknown,neutral,355n,mostly,11,not_mentioned,no,not_mentioned,positive,False,I think my skin looks pretty flawless I think it looks very mattified but it doesn't look dried out...it's definitely better than the first formulation
MAC Studio Fix Fluid,MAC,melly,single_review,combination oily,yes,medium,warm,NC40,mostly,8,no,no,yes,positive,False,it didn't oxidize it just you know stayed matte throughout the day with my powder on it
MAC Studio Fix Fluid,MAC,Irene ,single_review,oily,yes,light,warm,NC20,mostly,,not_mentioned,yes,not_mentioned,positive,False,It's a full coverage foundation... I really like it because it is full coverage I don't have to use a lot of it and it glides on perfectly onto my skin.
MAC Studio Fix Fluid,MAC,Samantha Jane,single_review,oily,unknown,medium,warm,NC42,mostly,8,not_mentioned,no,yes,positive,False,I absolutely recommend this foundation not only do I love the wear time and how it reacted with my oily skin but I think that the price is great for a higher-end foundation and the shade range is amazing with 42 Shades
MAC Studio Fix Fluid,MAC,Beauty By Shabree,single_review,unknown,yes,medium,cool,nc55,not_tested,8,yes,no,no,negative,False,Overall for the foundation itself I just felt like it was really heavy on my skin ... personally for myself walking around not being on camera just looking at my face I wasn't comfortable with the wear or the look of the foundation so it's going to be a not for me
MAC Studio Fix Fluid,MAC,Magdaline Janet,single_review,oily,unknown,medium,warm,NC37 and NC40,mostly,12,not_mentioned,yes,not_mentioned,positive,True,I'm just so surprised how well my makeup lasted ... you could barely see pores texture oils nothing ... this is a good foundation right that was never in question ... I would choose nc37
MAC Studio Fix Fluid,MAC,Magdaline Janet,single_review,oily,no,medium,neutral,NW35 and NW30,mostly,12,no,yes,not_mentioned,positive,False,It was looking really good pigment looked great we've been radiant all day long I didn't see any separation but I do kind of see my pores peeking through a little bit oily radiant yes radiant and radiant that's kind of expected
Make Up For Ever HD Skin,Make Up For Ever,Magdaline Janet,single_review,oily,yes,medium,neutral,2 and 34,mostly,13,no,yes,not_mentioned,positive,False,"""The skin looks good and it's drying down ... it feels very dry down like it's not gonna move ... it's a good amount of coverage and it looks natural very skin like very nice."""
Make Up For Ever HD Skin,Make Up For Ever,Thrift Thick,single_review,oily,unknown,unknown,unknown,1 and 10,mostly,12,not_mentioned,no,not_mentioned,positive,False,at the end of the night it looked almost dare i say flawless like i can't say completely flawless like it had faded a bit in areas but overall to have been worn for 12 hours and it's not like i was sedentary all day like that looked phenomenal
Make Up For Ever HD Skin,Make Up For Ever,Magdaline Janet,single_review,oily,unknown,medium,neutral,2 N26,no,11,not_mentioned,yes,not_mentioned,positive,False,It was looking really good skin was looking radiant yet Supple that's kind of what I've been getting all day pigment was still there of course I was going to be radiant because that's basically how we started nothing's breaking up at this point
Make Up For Ever HD Skin,Make Up For Ever,Jessica Romua ,single_review,oily | combination,unknown,medium,neutral,2N26,no,7.5,not_mentioned,no,not_mentioned,positive,False,"""For me I do have oily skin but I do like how it looks I've been really into a glowy finish... if you want glow and hydration, do this."""
Make Up For Ever HD Skin,Make Up For Ever,Mallory Brooke,single_review,"dry, sensitive, breakout prone",yes,fair,warm,101 W Lace,mostly,12,not_mentioned,no,not_mentioned,positive,False,"This foundation almost looks too good. I know it's only been 30 minutes. Not powdered down, not sprayed with makeup setting spray. Also, the concealer looks great, not powdered. I mean, I am feeling very, very fresh, very chic."
Make Up For Ever HD Skin,Make Up For Ever,Maryam Maquillage,single_review,oily,yes,medium,olive,220W ecru,mostly,1,not_mentioned,not_mentioned,not_mentioned,positive,False,"Overall, it looks really good. Right now, I have just a little bit of shine coming through the center of my face, but nothing too crazy, nothing too drastic."
Maybelline Fit Me Matte Poreless,Maybelline,Cassandra Bankson,single_review,oily,yes,light,unknown,115 Ivory,mostly,7,no,not_mentioned,not_mentioned,mixed,False,"I'll honestly tell you I give it about a seven out of 10 and I'll tell you why... when I use primer, this is seriously not an issue it will last me all day long."
Maybelline Fit Me Matte Poreless,Maybelline,Taylor Wynn,single_review,combination,unknown,fair,warm,112,no,9,not_mentioned,yes,not_mentioned,mixed,False,literally in about five minutes my face oxidized like three shades ... I look like an oompa loompa right now I'm so Orange
Maybelline Fit Me Matte Poreless,Maybelline,Christiana's Closet,single_review,combination,unknown,medium,unknown,360 Mocha,mostly,7,not_mentioned,no,not_mentioned,positive,False,so my final thoughts on this fit me Maybelline fit me matte poreless foundation is that it's definitely oily skin friendly the formula for oily skin I think it's definitely on point
Maybelline Fit Me Matte Poreless,Maybelline,Zoey Noel,single_review,normal to dry,yes,unknown,unknown,220,no,9,not_mentioned,not_mentioned,not_mentioned,mixed,False,it did kind of get oily ... it did get pretty oily ... it did kind of rub off on like the more raised areas ... if you have like active acne and raised bumps ... steer clear ... if you have dry skin strictly dry skin I would not go for this because it is a powder finish
Maybelline Fit Me Matte Poreless,Maybelline,Arnakshi Patgiri,single_review,dry,unknown,medium,unknown,228 soft 10,not_tested,16,not_mentioned,not_mentioned,yes,positive,False,"""I was like oh my God my skin looks so good... this Foundation just Blends out like a dream and it matches my skin perfectly."""
Maybelline Fit Me Matte Poreless,Maybelline,ugly elle,roundup,oily,yes,medium,neutral,,mostly,4,not_mentioned,no,yes,positive,False,I think it does a really great job at blurring out the texture on your skin... this does a really good job at controlling my oils throughout the day... I would say that this has a good four to five hour wear time
Maybelline Super Stay Full Coverage,Maybelline,BrookieMarieTV,single_review,acne prone,yes,unknown,warm,128 warm nude,not_tested,,not_mentioned,yes,not_mentioned,positive,False,I was looking close up and this foundation has my skin looking really good really good like really good I recommend people should try this out like for ten dollars I mean come on it did cover my blemishes pretty well
Maybelline Super Stay Full Coverage,Maybelline,Jazzi Filipek,single_review,oily,yes,light,unknown,120 Classic Ivory,mostly,11,not_mentioned,no,not_mentioned,positive,False,I loved how full coverage it was without looking and feeling super thick and mask like on my skin
Maybelline Super Stay Full Coverage,Maybelline,Kristina King,single_review,dry,yes,light,unknown,light beige concealer shade,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,you can't see any redness no dark spots no discoloration no green nothing this routine is foolproof
Maybelline Super Stay Full Coverage,Maybelline,ugly elle,single_review,oily,yes,medium,unknown,Sun beige 310,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,Honestly this is probably the first Foundation that I feel like has matched me nearly almost perfectly
Maybelline Super Stay Full Coverage,Maybelline,Sam Robinson,single_review,combination,yes,light,olive,220,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,Did she? Did she not? Pick another winner. This is perfect.
Maybelline Super Stay Full Coverage,Maybelline,Prakriti Singh,single_review,combination,unknown,medium,unknown,228,mostly,6,not_mentioned,yes,not_mentioned,positive,False,I like the finish of this Foundation it's definitely a clean girl Foundation this is so lightweight on the skin it feels like nothing
Maybelline Super Stay Full Coverage,Maybelline,Slashed Beauty,single_review,combination dry leaning,yes,light,unknown,220 Soft Beige,mostly,10,not_mentioned,not_mentioned,not_mentioned,positive,False,the Maybelline foundation did not settle into my laugh lines as much as the elf Foundation did...this side does look better in terms of oil control or sweat control
Maybelline Super Stay Full Coverage,Maybelline,makeupwithalixkate,single_review,oily,yes,unknown,unknown,090,mostly,4,not_mentioned,not_mentioned,not_mentioned,positive,False,Honestly this is one of the most impressive foundations that I've tried doesn't really start to show my oils through after 4 hours
Maybelline Super Stay Full Coverage,Maybelline,Jessica Romua ,single_review,oily,unknown,medium,unknown,250,mostly,12,not_mentioned,no,yes,positive,False,"""it stayed in place all throughout the face you can see it still is looking really nice in place even though it is like I said 10:17 at night I mean we wore this for pretty much the entire day and it's looking so good"""
Maybelline Super Stay Full Coverage,Maybelline,Tati,single_review,combination leaning dry,unknown,unknown,neutral,125,mostly,8,not_mentioned,no,not_mentioned,positive,False,I really like this Foundation... it is so longwearing... things are still looking pretty good considering it is so late and I have not repowered
Maybelline Super Stay Full Coverage,Maybelline,Lavinia Rusanda,roundup,combination,yes,light,unknown,108,mostly,13,not_mentioned,yes,not_mentioned,positive,False,I do get the Lumi matness that they were claiming because it is actually just looking so like a glow from within that's not super dewy... I am thoroughly impressed to say the least
Maybelline Super Stay Full Coverage,Maybelline,All Beauty By Sarah,single_review,combination,yes,light,neutral,129,mostly,9,not_mentioned,no,yes,positive,False,"It's not heavy, it is not cakey, it doesn't feel wet, it doesn't feel sticky, it sets to this like very comfortable matte but not really matte finish even though it is a matte finish and you know you can't feel it on the face very much it's not like a dry matte finish so not only does it look luminous but it also doesn't feel matte it doesn't feel dry it feels very much like skin very very comfortable"
Maybelline Super Stay Full Coverage,Maybelline,Fayy Lenee,single_review,oily,unknown,tan,unknown,350,mostly,9,not_mentioned,no,not_mentioned,positive,False,I have to say look at my pores like just look at how smooth my skin is I'm shook by this foundation for this to be a drugstore foundation is crazy
Maybelline Super Stay Full Coverage,Maybelline,Its Marilyn No Monroe,roundup,oily,unknown,unknown,warm,368,mostly,10,not_mentioned,no,yes,positive,False,this is a absolutely great foundation and you do not have to wear it full coverage there are ways to scale it back
Maybelline Super Stay Full Coverage,Maybelline,Steph J,single_review,oily,unknown,medium,unknown,368,mostly,,not_mentioned,not_mentioned,yes,positive,False,"I do feel like the dry down is giving me more matte. I feel like it was giving me more dewy earlier, but right now it's really giving that matte finish. I still don't feel like I have any makeup on. I am truly in love with this formula."
Maybelline Super Stay Full Coverage,Maybelline,Mufidah Mukhtar,single_review,oily-combination,unknown,unknown,neutral,mix of 350 and 368,mostly,6,not_mentioned,no,yes,positive,False,Maybelline SuperStay Lumi Matte is a go for me. I love it so much.
Maybelline Super Stay Full Coverage,Maybelline,Risa Does Makeup,comparison,oily,unknown,medium,warm,220,no,12,not_mentioned,no,not_mentioned,positive,False,This 12-hour wear test told me that both of these foundations are extremely longwearing. I honestly have not lost any coverage.
Maybelline Super Stay Full Coverage,Maybelline,Milabu,roundup,combination,unknown,unknown,unknown,,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"It is sweat, water, and transfer resistant. The reason why it's my new favorite is because it does everything for me. It's long lasting for my combination skin."
Milk Makeup Future Fluid,Milk Makeup,justShanygne ,single_review,unknown,unknown,unknown,neutral,29n,mostly,12,not_mentioned,not_mentioned,not_mentioned,positive,True,I had this on for over 12 hours and this is what my face looks like baby I like it
Milk Makeup Future Fluid,Milk Makeup,Tatianna Anesa,single_review,unknown,unknown,unknown,unknown,21w,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,"I am honestly obsessed with this concealer... The coverage is amazing, I love the finish of it, there is no creasing that I can see right now, literally no creasing or anything like that, my makeup just looks really good."
Milk Makeup Future Fluid,Milk Makeup,Thrift Thick,single_review,oily,yes,fair,neutral,4N (fair with neutral undertones),no,,not_mentioned,not_mentioned,not_mentioned,mixed,True,It is definitely smearing off underneath my glasses it is creasing really badly in my mouth lines and it just looks like it is getting really oily and wipe offable.
Milk Makeup Future Fluid,Milk Makeup,State of Kait,comparison,unknown,unknown,unknown,unknown,8C,mostly,6.5,not_mentioned,yes,not_mentioned,mixed,False,I think crease wise they look great not really dealing with any creasing settling any of the product moving around the one area where I think the milk makeup looks a little bit worse is that throughout the day as you know I make expressions and my face moves and I smile I do think the concealer settled into lines I wouldn't consider that creasing creasing to me is when you do that and you can see all of the products like gathered like it creases this more is just that because of that more matte finish you can see the lines of my face a little bit more whereas the Charlotte Tilbury it looked a little softer on my under eyes
Milk Makeup Future Fluid,Milk Makeup,Sam Robinson,single_review,oily,yes,medium,olive,12O and 14N primarily,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,True,"""That looks really good. It matches the center of my face very nicely... This base ain't bad at all."""
NARS Sheer Glow,NARS,Nikkia Joy,comparison,oily,yes,medium,warm,medium 3,no,11,yes,no,yes,positive,False,after wearing them both side by side for me I would have to go with the nas she glow Foundation purely because it looked the nicest for the longest time
NARS Sheer Glow,NARS,Samantha Jane,single_review,unknown,unknown,unknown,unknown,Syracuse,no,,not_mentioned,yes,no,mixed,False,I do feel like it may have slightly oxidized on my skin which may have caused some of the unevenness it did last well on my skin but I don't feel like it looks as natural on my skin as I want it to
NARS Sheer Glow,NARS,Jessica Alice,comparison,normal,unknown,light,unknown,Gobi Light 3,no,8,not_mentioned,not_mentioned,not_mentioned,mixed,False,I definitely have a favorite of the two I much prefer how sheer glow has worn over natural radiant
NARS Sheer Glow,NARS,Wayne Goss,single_review,unknown,unknown,unknown,unknown,,no,,not_mentioned,not_mentioned,not_mentioned,positive,False,it does give a sheer glow to the skin it isn't a matte foundation but it is no way a dewy one either it's kind of somewhere in between
NARS Sheer Glow,NARS,Jessica Alice,comparison,not_mentioned,no,unknown,unknown,Gobi,mostly,6,not_mentioned,no,not_mentioned,positive,False,"""I can see myself reaching for the light reflecting foundation when I want just a slightly more even skin tone not perfect I'm not trying to hide everything... it looks really smooth and the foundation hasn't clung to it at all"""
NARS Sheer Glow,NARS,Marlena Stell,single_review,dry,unknown,unknown,unknown,,no,,not_mentioned,no,not_mentioned,positive,False,I love this because it is dewy finish ... it works amazing because it has that Luminosity it adds some oil back into your skin
NARS Soft Matte Complete,NARS,Magdaline Janet,single_review,oily,unknown,medium,olive,Aruba,mostly,11,not_mentioned,yes,not_mentioned,positive,False,"It feels very comfortable, definitely lightweight, doesn't feel heavy or thick, and after about 11 hours with no touch ups, it looks okay with a nice glowy look, not oily or messy."
NARS Soft Matte Complete,NARS,Hannah With The Lipstick,single_review,oily,yes,medium,unknown,4.5 Vienna,mostly,4,not_mentioned,not_mentioned,yes,positive,True,i honestly think it's worth the hype
NARS Soft Matte Complete,NARS,Madeline Williams,single_review,oily,yes,medium,neutral,medium 2 santa fe,mostly,6,no,no,not_mentioned,positive,False,i have loved the finish of this foundation so much that like i don't even mind that it was a little bit more oily during the six hour work
NARS Soft Matte Complete,NARS,Thrift Thick,single_review,oily,yes,light,unknown,Light 2 Mont Blanc,mostly,16,no,no,yes,positive,False,It just looks so good on the skin so good and it has felt so lightweight today
NARS Soft Matte Complete,NARS,Samantha Jane,single_review,normal/combination,yes,medium,warm,Syracuse Medium Deep,mostly,8,no,no,not_mentioned,positive,False,It did not oxidize... no major transferring... it's a little bit shiny but nothing crazy and I think it looks great
NARS Soft Matte Complete,NARS,KyrielleLara,single_review,combination to oily,unknown,fair,warm,Light Zero Siberia,mostly,9,not_mentioned,no,not_mentioned,positive,False,It feels so lightweight like I'm not wearing any foundation like I can't feel anything and the matte finish is very real
NARS Soft Matte Complete,NARS,Makeup By Asta,single_review,combination,unknown,medium,unknown,Stromboli,mostly,8,not_mentioned,no,not_mentioned,positive,False,the highlight of this foundation for me is that you can touch your face it kind of dries down and it seems like it's been set with powder
NARS Soft Matte Complete,NARS,Afeeyah FBM,roundup,oily,yes,medium,unknown,New Caledonia (D2),mostly,8,not_mentioned,no,yes,positive,False,if you have oily skin if you have oily type of skin and your skin gets oily oily this is a okay... i feel like if i was wearing my natural radiant today i'd have been sweating a lot more because i was really i enjoyed myself so this is the end of the video
NARS Soft Matte Complete,NARS,Nikkia Joy,single_review,oily,unknown,medium,unknown,Medium 3 Stromboli,mostly,6,not_mentioned,no,not_mentioned,positive,False,i just can't get over the lack of shine like this is so bizarre
NARS Soft Matte Complete,NARS,KWKosta,single_review,oily,yes,light,unknown,Salzburg Light 3.5,mostly,13,not_mentioned,no,yes,positive,False,this is my final check-in hour number 13. and i still have this foundation on my face... for me is a big thumbs up i really like it highly recommend it
NARS Soft Matte Complete,NARS,BiancaReneeToday,single_review,oily,unknown,medium,unknown,medium deep 2.6 Hua Hine,mostly,6,not_mentioned,no,yes,positive,False,i knew i am currently in love with the nars matte foundation if you have oily skin i definitely recommend you try it
NARS Soft Matte Complete,NARS,KeikoBeauty,roundup,oily,yes,medium,warm,cadiz (medium deep 3),mostly,10,not_mentioned,no,yes,positive,False,this is my new favorite foundation for the summertime if you guys are oily or very oily going out of town to a very hot tropical place you're going to love this foundation
NARS Soft Matte Complete,NARS,Olotu Funke,single_review,oily,yes,unknown,unknown,IGA UCO,yes,,not_mentioned,no,yes,positive,False,I actually quite like the foundation I like the texture and the coverage ... it does give a matte finish I don't feel like I have a matte product on my face it just feels very natural
NARS Soft Matte Complete,NARS,Allie Glines,single_review,oily,unknown,light,unknown,Light 2 Mont Blanc,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"Even though it says matte, as you can see hopefully, it's not flat... it's not overly glowy, even though I didn't set it, at least so far."
NARS Soft Matte Complete,NARS,Angela Denise ,single_review,combination,unknown,medium,unknown,Seville (medium deep 3.5),mostly,4,not_mentioned,no,not_mentioned,positive,False,"I really like the way the foundation looks on the skin. It is very promising... without looking oily, without feeling oily. Everything on the skin feels extremely lightweight."
NARS Soft Matte Complete,NARS,Fabiola Cruz Beauty,comparison,combination,unknown,unknown,unknown,,mostly,10,not_mentioned,yes,not_mentioned,mixed,False,"The one on the left is the NARS Natural Radiant Longwear Foundation... and the one on the right is the new 2026 Estee Lauder Double Wear reformulation... At hour five, NARS was already settling into the smile lines and breaking down, but Double Wear was still impeccable and held up well even at hour 10."
NARS Soft Matte Complete,NARS,Maryam Maquillage,single_review,oily,yes,medium,olive,Vanuatu,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"This definitely dries down to a matte, even more matte than the Natural Radiant... It almost doesn't look like I have oily skin."
NARS Soft Matte Complete,NARS,Jessica Romua ,comparison,oily,unknown,medium,warm,Estee Lauder Double Wear Fawn 3W1.5; NARS Sahel M2.5,mostly,,not_mentioned,not_mentioned,not_mentioned,mixed,False,"For somebody with very oily skin, I wouldn't say this is a matte matte foundation. It definitely has a little bit of I don't want to say shine cause it's not shine, but it has like a glow from within. It's a very like flexible matte foundation."
NARS Soft Matte Complete,NARS,Jessica Romua ,comparison,oily,unknown,medium,neutral,"Sahel (NARS), 3N (Dior)",mostly,8,not_mentioned,yes,not_mentioned,positive,False,"""I feel like the NARS one, once it sets, picks up more orangey. The Dior one does oxidize a little bit, but it still sets neutral."""
NYX Cant Stop Wont Stop,NYX,juicyjas,single_review,combination,unknown,medium,olive,Beige,no,6,not_mentioned,no,not_mentioned,mixed,False,I definitely started noticing the oil probably about two to three hours into wearing the foundation... this foundation is super oily on my skin more than other ones that I've tried
NYX Cant Stop Wont Stop,NYX,Taisha,single_review,oily,unknown,light,neutral,beige,mostly,9,not_mentioned,no,not_mentioned,positive,False,"""It's been up nine hours and I'm not that oily I swear to you I'm not that oily"""
NYX Cant Stop Wont Stop,NYX,Taylor Anise,single_review,oily,unknown,medium,unknown,Nutmeg,mostly,9,not_mentioned,not_mentioned,yes,positive,False,with me wearing it all day as well as working out I still think this foundation wore pretty good it's not separating anywhere I'm just getting shiny in places that I do get oily and the places that idea's sweat
NYX Cant Stop Wont Stop,NYX,BiancaReneeToday,single_review,oily,unknown,medium,neutral,golden,mostly,9,not_mentioned,no,not_mentioned,positive,False,I think this foundation did a really good job on oily skin probably even better on normal skin and possibly amazing on dry skin maybe even too dry
NYX Cant Stop Wont Stop,NYX,Sarah Sarosh,single_review,oily,unknown,medium,warm,Golden Honey,mostly,8,not_mentioned,no,not_mentioned,positive,False,This foundation might just give Fenty a run for its money the finish is beautiful and all the full coverage feels of it it's still there it's not transferring at all
NYX Cant Stop Wont Stop,NYX,Magdaline Janet,single_review,oily,unknown,medium,neutral,neutral tan,mostly,12,not_mentioned,yes,not_mentioned,positive,False,it was looking so good oils were coming in a little bit but the skin was still pretty mattified kind of how we started off in the morning
Rare Beauty Liquid Touch,Rare Beauty,Kris Kameron,single_review,oily,yes,light,neutral,210n,no,6,no,no,yes,positive,False,"""I did get super shiny after just like two hours but that happens to me with every foundation... I am obsessed the lip color stayed on pretty well... I feel like the coverage is really good...  I am obsessed"""
Rare Beauty Liquid Touch,Rare Beauty,Taylor Wynn,single_review,combination,unknown,light,neutral,130n,not_tested,,not_mentioned,yes,not_mentioned,mixed,False,it does seem to oxidize about half a shade you can see it's a little bit lighter when it first goes on
Rare Beauty Liquid Touch,Rare Beauty,Ashley Roark,single_review,oily,unknown,medium,warm,170W,mostly,7,not_mentioned,no,yes,positive,False,I am very shocked by how well I like this and I just woke up from a nap and usually that goes either one of two ways... it's not too greasy or shiny. It just looks like a dewy foundation.
Rare Beauty Liquid Touch,Rare Beauty,Michelle Londyn,single_review,oily,unknown,light,olive,"170W (foundation), 130N (concealer)",mostly,8,not_mentioned,no,not_mentioned,positive,False,I think this is wearing really well despite my oily skin. I think this is a win in my book.
Rare Beauty Liquid Touch,Rare Beauty,Ivory Cherry,single_review,oily,yes,medium,neutral,290n,mostly,10,not_mentioned,no,not_mentioned,positive,False,at 10 hours i feel like the foundation looks pretty good but like i said i probably would take it off at this point
Rare Beauty Liquid Touch,Rare Beauty,juicyjas,single_review,combination,unknown,light,neutral,20 light medium neutral,no,10,not_mentioned,yes,not_mentioned,mixed,True,"Clearly, I could use a blotting sheet. Lots of oil coming through on my T-zone. And this formula definitely oxidizes."
Revlon ColorStay,Revlon,SariReanna,single_review,oily,yes,unknown,unknown,,not_tested,,yes,not_mentioned,no,negative,False,I ended up having an allergic reaction to it I broke out in a rash there was like tiny little irritated red bumps in like little clusters all over my face and it did kind of end up breaking me out in general as well
Revlon ColorStay,Revlon,HotandFlashy,single_review,combination,no,unknown,unknown,"300 golden beige (combo to oily), 250 fresh beige (normal to dry)",mostly,11,yes,no,not_mentioned,mixed,False,"From a distance I was like, ""Wow, this stuff is awesome. Look at the wear on this."" ... At the 5 hour check-in it was barely worn off at all... but it did make my chin immediately like break out in these itchy, blotchy hives that didn’t really improve throughout the day."
Revlon ColorStay,Revlon,Samantha Jane,single_review,oily,unknown,medium,neutral,372 Toast,mostly,12,not_mentioned,no,yes,positive,False,I think it wore beautifully... oils started to come through around 12 or 1 which is pretty normal for me... I'm just really loving this... overall huge thumbs up absolutely impressed and highly recommend
Revlon ColorStay,Revlon,Leximarcellaa,single_review,combination/oily,yes,unknown,warm,,mostly,,not_mentioned,not_mentioned,yes,positive,False,I like the Revlon color stay is great for oily skin and then of course the acne from elf is really good because it actually has like salicylic acid and like what is it called um witch hazel it also has witch hazel in it which is also good for your skin and it gives me a really Flawless finish
Revlon ColorStay,Revlon,BiancaReneeToday,single_review,oily,unknown,medium,warm,400 Caramel,no,10,not_mentioned,no,not_mentioned,mixed,False,I did have the full color and coverage still on my face it is called Color Stay the color did stay it's just my you know crazy oily skin so it's time to blot
Revlon ColorStay,Revlon,Nikkia Joy,single_review,oily,unknown,medium,unknown,320 true beige,mostly,15,not_mentioned,not_mentioned,not_mentioned,positive,False,my natural oils have come through this foundation is looking a whole lot nicer on my skin everything has really smooth out that cakey not really cakey but like that sort of textured appearance at my skin had
Revlon ColorStay,Revlon,KYM CHAVEZ,single_review,combination to oily,unknown,unknown,unknown,150 Natural Beige,mostly,12,no,no,no,mixed,False,"It is a lightweight, medium coverage foundation that lasted me about 12 hours, controlled oil mostly but not fully, did not cause breakouts, and is not full coverage so it didn’t build up cakey."
Revlon ColorStay,Revlon,Sanesh Makeup,single_review,oily,no,unknown,unknown,toffee,mostly,6,not_mentioned,not_mentioned,not_mentioned,positive,True,I was actually impressed that around the 7 o'clock mark I was still quite matte ... I think this is a really good foundation ... you will get a pretty decent amount of wear on this foundation obviously if you are oily like I am you're going to have to blot your oily areas ...
Revlon ColorStay,Revlon,Jc Fabuleux,single_review,oily,unknown,medium,warm,golden beige,no,10,not_mentioned,no,yes,positive,True,"After 10 hours guys, the pigmentation is still there, the coverage is good, and it does not break apart even after working out."
Revlon ColorStay,Revlon,Stephanie Holiday,single_review,oily,yes,unknown,unknown,,yes,8,not_mentioned,not_mentioned,not_mentioned,positive,False,the foundation is still very matte and still very much there i mean the coverage is still there nothing has transferred off of my nose
Revlon ColorStay,Revlon,Thrift Thick,single_review,oily,yes,medium,unknown,150 buff,mostly,12,not_mentioned,no,not_mentioned,mixed,False,i feel like my skin didn't get hardly as oily as it typically does throughout a day of wear even on a low-key day like this
Revlon ColorStay,Revlon,Mena_Adubea,single_review,combination and oily,unknown,unknown,unknown,Java,no,15,not_mentioned,not_mentioned,not_mentioned,positive,False,I think that it wore beautifully ... This is not giving me matte it's giving me natural coverage and I'm okay with that but I think that this makeup still looks good and I enjoy it
